State,County,Confirmed,FIPS
Texas,Bowie,1,48037.0
Texas,Brazoria,18,48039.0
Texas,Brazos,12,48041.0
Texas,Brown,2,48049.0
Texas,Cameron,6,48061.0
Texas,Cass,1,48067.0
Texas,Castro,2,48069.0
Texas,Chambers,2,48071.0
Texas,Collin,53,48085.0
Texas,Comal,3,48091.0
Texas,Crane,1,48103.0
Texas,Dallas,169,48113.0
Texas,DeWitt,1,48123.0
Texas,Deaf Smith,2,48117.0
Texas,Denton,38,48121.0
Texas,El Paso,12,48141.0
Texas,Ellis,5,48139.0
Texas,Falls,1,48145.0
Texas,Fannin,1,48147.0
Texas,Fort Bend,42,48157.0
Texas,Galveston,18,48167.0
Texas,Grayson,1,48181.0
Texas,Gregg,1,48183.0
Texas,Harris,134,48201.0
Texas,Hays,6,48209.0
Texas,Hidalgo,2,48215.0
Texas,Hockley,3,48219.0
Texas,Jefferson,7,48245.0
Texas,Johnson,2,48251.0
Texas,Lavaca,1,48285.0
Texas,Lubbock,9,48303.0
Texas,Matagorda,4,48321.0
Texas,McLennan,20,48309.0
Texas,Medina,1,48325.0
Texas,Midland,1,48329.0
Texas,Montgomery,15,48339.0
Texas,Morris,1,48343.0
Texas,Nueces,1,48355.0
Texas,Oldham,1,48359.0
Texas,Parker,1,48367.0
Texas,Potter,2,48375.0
Texas,Rusk,1,48401.0
Texas,Smith,10,48423.0
Texas,Tarrant,57,48439.0
Texas,Travis,79,48453.0
Texas,Upshur,1,48459.0
Texas,Van Zandt,1,48467.0
Texas,Victoria,3,48469.0
Texas,Webb,5,48479.0
Texas,Wichita,6,48485.0
Texas,Williamson,14,48491.0
Utah,Box Elder,1,49003.0
Utah,Cache,3,49005.0
Utah,Davis,31,49011.0
Utah,Iron,1,49021.0
Utah,Salt Lake,127,49035.0
Utah,Summit,90,49043.0
Utah,Tooele,3,49045.0
Utah,Utah,14,49049.0
Utah,Wasatch,16,49051.0
Utah,Washington,4,49053.0
Utah,Weber,9,49057.0
Vermont,Addison,8,50001.0
Vermont,Bennington,9,50003.0
Vermont,Caledonia,1,50005.0
Vermont,Chittenden,40,50007.0
Vermont,Franklin,2,50011.0
Vermont,Orange,3,50017.0
Vermont,Orleans,2,50019.0
Vermont,Rutland,5,50021.0
Vermont,Unknown,23,
Vermont,Washington,3,50023.0
Vermont,Windham,5,50025.0
Vermont,Windsor,15,50027.0
Virgin Islands,Unknown,17,
Virginia,Accomack,1,51001.0
Virginia,Albemarle,2,51003.0
Virginia,Alexandria city,8,51510.0
Virginia,Amherst,1,51009.0
Virginia,Arlington,36,51013.0
Virginia,Bedford,1,51019.0
Virginia,Botetourt,1,51023.0
Virginia,Charles City,1,51036.0
Virginia,Charlottesville city,5,51540.0
Virginia,Chesapeake city,1,51550.0
Virginia,Chesterfield,10,51041.0
Virginia,Culpeper,2,51047.0
Virginia,Danville city,1,51590.0
Virginia,Fairfax,46,51059.0
Virginia,Fluvanna,1,51065.0
Virginia,Franklin,1,51067.0
Virginia,Gloucester,2,51073.0
Virginia,Goochland,3,51075.0
Virginia,Halifax,1,51083.0
Virginia,Hanover,2,51085.0
Virginia,Harrisonburg city,1,51660.0
Virginia,Henrico,14,51087.0
Virginia,Isle of Wight,2,51093.0
Virginia,James City,37,51095.0
Virginia,Lee,2,51105.0
Virginia,Loudoun,18,51107.0
Virginia,Louisa,2,51109.0
Virginia,Mecklenburg,2,51117.0
Virginia,Newport News city,3,51700.0
Virginia,Norfolk city,5,51710.0
Virginia,Portsmouth city,3,51740.0
Virginia,Prince Edward,1,51147.0
Virginia,Prince William,23,51153.0
Virginia,Richmond city,11,51760.0
Virginia,Rockbridge,1,51163.0
Virginia,Rockingham,3,51165.0
Virginia,Spotsylvania,2,51177.0
Virginia,Stafford,6,51179.0
Virginia,Suffolk city,1,51800.0
Virginia,Virginia Beach city,17,51810.0
Virginia,Williamsburg city,5,51830.0
Virginia,York,6,51199.0
Washington,Adams,1,53001.0
Washington,Benton,12,53005.0
Washington,Chelan,6,53007.0
Washington,Clallam,4,53009.0
Washington,Clark,16,53011.0
Washington,Columbia,1,53013.0
Washington,Cowlitz,3,53015.0
Washington,Douglas,2,53017.0
Washington,Franklin,7,53021.0
Washington,Grant,27,53025.0
Washington,Grays Harbor,1,53027.0
Washington,Island,29,53029.0
Washington,Jefferson,8,53031.0
Washington,King,1278,53033.0
Washington,Kitsap,20,53035.0
Washington,Kittitas,18,53037.0
Washington,Klickitat,6,53039.0
Washington,Lewis,2,53041.0
Washington,Lincoln,1,53043.0
Washington,Mason,2,53045.0
Washington,Pierce,138,53053.0
Washington,San Juan,1,53055.0
Washington,Skagit,48,53057.0
Washington,Snohomish,613,53061.0
Washington,Spokane,33,53063.0
Washington,Stevens,1,53065.0
Washington,Thurston,14,53067.0
Washington,Walla Walla,2,53071.0
Washington,Whatcom,64,53073.0
Washington,Whitman,2,53075.0
Washington,Yakima,44,53077.0
West Virginia,Berkeley,2,54003.0
West Virginia,Harrison,3,54033.0
West Virginia,Jackson,2,54035.0
West Virginia,Jefferson,3,54037.0
West Virginia,Kanawha,4,54039.0
West Virginia,Marshall,2,54051.0
West Virginia,Mercer,2,54055.0
West Virginia,Monongalia,16,54061.0
West Virginia,Preston,1,54077.0
West Virginia,Putnam,1,54079.0
West Virginia,Tucker,2,54093.0
West Virginia,Wood,1,54107.0
Wisconsin,Bayfield,1,55007.0
Wisconsin,Brown,3,55009.0
Wisconsin,Calumet,1,55015.0
Wisconsin,Chippewa,2,55017.0
Wisconsin,Columbia,5,55021.0
Wisconsin,Dane,72,55025.0
Wisconsin,Dodge,2,55027.0
Wisconsin,Douglas,4,55031.0
Wisconsin,Dunn,1,55033.0
Wisconsin,Eau Claire,4,55035.0
Wisconsin,Fond du Lac,18,55039.0
Wisconsin,Green,1,55045.0
Wisconsin,Jefferson,4,55055.0
Wisconsin,Kenosha,13,55059.0
Wisconsin,La Crosse,5,55063.0
Wisconsin,Marathon,1,55073.0
Wisconsin,Milwaukee,243,55079.0
Wisconsin,Outagamie,2,55087.0
Wisconsin,Ozaukee,16,55089.0
Wisconsin,Pierce,3,55093.0
Wisconsin,Racine,5,55101.0
Wisconsin,Rock,3,55105.0
Wisconsin,Sauk,4,55111.0
Wisconsin,Sheboygan,6,55117.0
Wisconsin,St. Croix,4,55109.0
Wisconsin,Walworth,4,55127.0
Wisconsin,Washington,17,55131.0
Wisconsin,Waukesha,31,55133.0
Wisconsin,Winnebago,5,55139.0
Wisconsin,Wood,1,55141.0
Wyoming,Campbell,1,56005.0
Wyoming,Carbon,3,56007.0
Wyoming,Fremont,12,56013.0
Wyoming,Laramie,8,56021.0
Wyoming,Natrona,4,56025.0
Wyoming,Park,1,56029.0
Wyoming,Sheridan,4,56033.0
Wyoming,Sweetwater,1,56037.0
Wyoming,Teton,3,56039.0
